дата,регион,город,категория,товар,канал,количество,цена,продажи,прибыль
2025-08-12,Южный,Сочи,Электроника,Наушники,Розница,5,6370,38220,15086
2025-08-13,Центральный,Воронеж,Книги,Роман,Розница,1,657,788,193
2025-08-13,Центральный,Воронеж,Книги,Роман,Онлайн,4,722,3466,1070
2025-08-13,Центральный,Тула,Бытовая техника,Холодильник,Онлайн,3,49500,178200,54801
2025-08-13,Южный,Сочи,Электроника,Наушники,Онлайн,5,6217,37302,8551
2025-08-14,Центральный,Воронеж,Книги,Учебник,Розница,5,1109,6654,2132
2025-08-14,Южный,Ростов-на-Дону,Электроника,Наушники,Розница,4,5456,26189,5772
2025-08-14,Южный,Сочи,Книги,Роман,Онлайн,6,641,4615,1417
2025-08-14,Приволжский,Нижний Новгород,Книги,Роман,Онлайн,4,658,3158,1161
2025-08-14,Центральный,Москва,Книги,Учебник,Розница,1,1222,1466,430
2025-08-15,Приволжский,Казань,Книги,Роман,Онлайн,6,747,5378,1315
2025-08-15,Центральный,Тула,Книги,Роман,Онлайн,8,711,6826,2926
2025-08-15,Центральный,Воронеж,Одежда,Футболка,Розница,2,1585,3804,1653
2025-08-15,Центральный,Воронеж,Книги,Роман,Розница,2,725,1740,540
2025-08-16,Уральский,Екатеринбург,Книги,Роман,Розница,1,693,832,278
2025-08-16,Центральный,Воронеж,Электроника,Ноутбук,Онлайн,6,79370,571464,241728
2025-08-16,Центральный,Тула,Бытовая техника,Холодильник,Розница,5,50496,302976,99876
2025-08-16,Приволжский,Казань,Бытовая техника,Холодильник,Розница,1,48128,57754,17550
2025-08-16,Южный,Ростов-на-Дону,Бытовая техника,Холодильник,Розница,8,50010,480096,174887
2025-08-17,Приволжский,Казань,Бытовая техника,Холодильник,Онлайн,7,50376,423158,87117
2025-08-17,Центральный,Воронеж,Бытовая техника,Пылесос,Розница,8,14279,137078,50337
2025-08-18,Южный,Краснодар,Одежда,Куртка,Онлайн,2,8918,21403,5409
2025-08-18,Уральский,Екатеринбург,Электроника,Наушники,Онлайн,4,6232,29914,9972
2025-08-18,Приволжский,Самара,Одежда,Футболка,Онлайн,7,1412,11861,4791
2025-08-18,Южный,Сочи,Электроника,Ноутбук,Розница,1,78853,94624,39212
2025-08-18,Приволжский,Нижний Новгород,Одежда,Куртка,Онлайн,1,8458,10150,3847
2025-08-18,Южный,Ростов-на-Дону,Бытовая техника,Пылесос,Розница,4,13100,62880,27958
2025-08-19,Центральный,Тула,Бытовая техника,Пылесос,Розница,2,13547,32513,12922
2025-08-19,Приволжский,Самара,Одежда,Футболка,Розница,3,1632,5875,1209
2025-08-20,Центральный,Москва,Бытовая техника,Холодильник,Розница,4,52339,251227,69442
2025-08-20,Уральский,Екатеринбург,Электроника,Наушники,Онлайн,4,6425,30840,11610
2025-08-21,Приволжский,Казань,Одежда,Куртка,Розница,8,8477,81379,34964
2025-08-21,Центральный,Москва,Книги,Учебник,Розница,8,1205,11568,4688
2025-08-21,Уральский,Челябинск,Книги,Учебник,Онлайн,7,1233,10357,2614
2025-08-21,Приволжский,Казань,Бытовая техника,Пылесос,Розница,4,13709,65803,24577
2025-08-22,Приволжский,Самара,Одежда,Футболка,Розница,2,1390,3336,1431
2025-08-22,Южный,Сочи,Электроника,Ноутбук,Розница,6,76847,553298,184310
2025-08-22,Южный,Краснодар,Одежда,Кроссовки,Розница,7,6787,57011,19360
2025-08-22,Центральный,Воронеж,Электроника,Ноутбук,Онлайн,2,82460,197904,43212
2025-08-22,Центральный,Москва,Одежда,Куртка,Розница,4,8701,41765,11745
2025-08-22,Южный,Ростов-на-Дону,Одежда,Куртка,Розница,3,9897,35629,9331
2025-08-23,Южный,Краснодар,Одежда,Кроссовки,Онлайн,7,7983,67057,17472
2025-08-23,Уральский,Екатеринбург,Книги,Роман,Онлайн,4,731,3509,1395
2025-08-24,Уральский,Челябинск,Одежда,Куртка,Розница,6,9622,69278,23749
2025-08-24,Приволжский,Самара,Книги,Роман,Розница,6,649,4673,1082
2025-08-24,Центральный,Воронеж,Одежда,Кроссовки,Розница,4,7379,35419,9866
2025-08-24,Южный,Краснодар,Электроника,Наушники,Розница,1,6507,7808,3214
2025-08-24,Уральский,Челябинск,Бытовая техника,Пылесос,Онлайн,2,14097,33833,13632
2025-08-24,Южный,Ростов-на-Дону,Книги,Учебник,Онлайн,2,1121,2690,757
2025-08-25,Уральский,Екатеринбург,Бытовая техника,Холодильник,Онлайн,2,56278,135067,47750
2025-08-25,Приволжский,Самара,Электроника,Ноутбук,Розница,1,75951,91141,40762
2025-08-26,Уральский,Екатеринбург,Электроника,Смартфон,Онлайн,7,44804,376354,162889
2025-08-26,Приволжский,Казань,Одежда,Кроссовки,Розница,8,6988,67085,20543
2025-08-26,Приволжский,Нижний Новгород,Книги,Учебник,Онлайн,4,1082,5194,2152
2025-08-26,Уральский,Екатеринбург,Одежда,Футболка,Онлайн,8,1488,14285,4371
2025-08-26,Южный,Ростов-на-Дону,Книги,Учебник,Онлайн,5,1174,7044,1720
2025-08-27,Приволжский,Казань,Книги,Учебник,Онлайн,7,1299,10912,4410
2025-08-27,Уральский,Екатеринбург,Бытовая техника,Холодильник,Онлайн,5,55979,335874,105990
2025-08-27,Приволжский,Самара,Книги,Роман,Розница,6,641,4615,1955
2025-08-27,Уральский,Челябинск,Бытовая техника,Пылесос,Онлайн,4,14017,67282,22503
2025-08-27,Уральский,Челябинск,Одежда,Футболка,Онлайн,7,1607,13499,4736
2025-08-28,Центральный,Тула,Бытовая техника,Пылесос,Онлайн,8,13957,133987,58008
2025-08-28,Уральский,Екатеринбург,Книги,Учебник,Онлайн,3,1121,4036,1798
2025-08-28,Приволжский,Самара,Электроника,Наушники,Онлайн,7,5602,47057,13277
2025-08-28,Южный,Сочи,Книги,Учебник,Онлайн,3,1132,4075,1799
2025-08-29,Центральный,Тула,Электроника,Ноутбук,Онлайн,5,77126,462756,139034
2025-08-29,Уральский,Екатеринбург,Бытовая техника,Пылесос,Онлайн,4,13160,63168,28172
2025-08-29,Центральный,Воронеж,Бытовая техника,Холодильник,Онлайн,4,56771,272501,116044
2025-08-29,Приволжский,Казань,Книги,Роман,Онлайн,6,675,4860,1425
2025-08-29,Уральский,Челябинск,Электроника,Смартфон,Онлайн,4,41453,198974,73453
2025-08-30,Южный,Сочи,Книги,Роман,Розница,8,661,6346,1812
2025-08-30,Южный,Сочи,Электроника,Смартфон,Онлайн,7,43214,362998,109002
2025-08-30,Приволжский,Самара,Электроника,Наушники,Онлайн,6,6578,47362,13068
2025-08-30,Южный,Сочи,Одежда,Футболка,Розница,8,1370,13152,5860
2025-08-30,Уральский,Екатеринбург,Электроника,Смартфон,Розница,1,46047,55256,12477
2025-08-31,Уральский,Екатеринбург,Электроника,Смартфон,Онлайн,3,43871,157936,59360
2025-08-31,Уральский,Екатеринбург,Электроника,Смартфон,Розница,8,47153,452669,166504
2025-08-31,Южный,Ростов-на-Дону,Электроника,Наушники,Онлайн,7,6178,51895,19610
2025-09-01,Южный,Краснодар,Бытовая техника,Холодильник,Онлайн,1,56229,68881,19545
2025-09-01,Приволжский,Нижний Новгород,Книги,Учебник,Розница,3,1186,4359,1955
2025-09-01,Центральный,Москва,Электроника,Наушники,Онлайн,3,6526,23983,10040
2025-09-02,Приволжский,Казань,Электроника,Ноутбук,Онлайн,8,75059,735578,198298
2025-09-02,Уральский,Екатеринбург,Бытовая техника,Пылесос,Онлайн,5,14214,87061,18115
2025-09-02,Южный,Краснодар,Электроника,Ноутбук,Розница,7,76092,652489,216836
2025-09-02,Уральский,Екатеринбург,Книги,Роман,Розница,7,690,5917,2540
2025-09-02,Приволжский,Нижний Новгород,Бытовая техника,Пылесос,Розница,7,13898,119175,40114
2025-09-02,Уральский,Екатеринбург,Одежда,Куртка,Онлайн,8,8452,82830,18303
2025-09-03,Южный,Краснодар,Книги,Учебник,Розница,7,1313,11259,4016
2025-09-03,Южный,Ростов-на-Дону,Электроника,Ноутбук,Онлайн,1,85683,104962,43967
2025-09-04,Уральский,Челябинск,Одежда,Футболка,Онлайн,8,1540,15092,5402
2025-09-04,Уральский,Челябинск,Бытовая техника,Холодильник,Онлайн,8,47159,462158,114023
2025-09-04,Приволжский,Самара,Книги,Роман,Онлайн,5,665,4073,1244
2025-09-05,Центральный,Москва,Книги,Учебник,Розница,2,1204,2950,1188
2025-09-05,Приволжский,Самара,Одежда,Футболка,Розница,5,1500,9188,2910
2025-09-06,Южный,Ростов-на-Дону,Книги,Роман,Розница,2,719,1762,451
2025-09-06,Приволжский,Самара,Бытовая техника,Пылесос,Розница,5,12618,77285,31525
2025-09-06,Центральный,Москва,Электроника,Наушники,Розница,7,6030,51707,14807
2025-09-06,Приволжский,Казань,Одежда,Куртка,Онлайн,3,8456,31076,12570
2025-09-06,Уральский,Екатеринбург,Бытовая техника,Холодильник,Онлайн,1,54599,66884,16568
2025-09-06,Южный,Краснодар,Книги,Роман,Онлайн,3,641,2356,1010
2025-09-07,Центральный,Воронеж,Электроника,Наушники,Онлайн,4,5973,29268,8248
2025-09-07,Центральный,Москва,Одежда,Куртка,Онлайн,1,8274,10136,3238
2025-09-07,Уральский,Челябинск,Книги,Учебник,Розница,6,1225,9004,3294
2025-09-07,Южный,Сочи,Одежда,Футболка,Розница,7,1464,12554,5470
2025-09-08,Центральный,Москва,Книги,Учебник,Розница,3,1086,3991,1673
2025-09-08,Приволжский,Самара,Книги,Учебник,Розница,7,1238,10616,4769
2025-09-08,Центральный,Тула,Одежда,Куртка,Розница,6,9320,68502,26826
2025-09-08,Уральский,Екатеринбург,Одежда,Кроссовки,Онлайн,8,8230,80654,19012
2025-09-09,Южный,Ростов-на-Дону,Бытовая техника,Холодильник,Розница,1,48130,58959,14787
2025-09-09,Уральский,Екатеринбург,Книги,Роман,Онлайн,8,723,7085,2762
2025-09-09,Приволжский,Нижний Новгород,Электроника,Смартфон,Розница,7,49440,423948,187679
2025-09-09,Уральский,Челябинск,Бытовая техника,Пылесос,Онлайн,8,15264,149587,42236
2025-09-09,Уральский,Екатеринбург,Одежда,Куртка,Розница,2,9259,22685,8070
2025-09-10,Уральский,Екатеринбург,Бытовая техника,Пылесос,Розница,2,13415,32867,13875
2025-09-10,Приволжский,Нижний Новгород,Электроника,Наушники,Розница,6,5553,40815,15169
2025-09-10,Центральный,Воронеж,Электроника,Наушники,Розница,4,6417,31443,6447
2025-09-10,Южный,Ростов-на-Дону,Бытовая техника,Холодильник,Розница,2,50911,124732,39344
2025-09-10,Южный,Сочи,Одежда,Куртка,Розница,8,9324,91375,37751
2025-09-10,Приволжский,Нижний Новгород,Электроника,Наушники,Онлайн,6,5771,42417,8586
2025-09-11,Уральский,Екатеринбург,Книги,Учебник,Онлайн,7,1094,9381,2321
2025-09-11,Приволжский,Нижний Новгород,Бытовая техника,Холодильник,Розница,3,55710,204734,54900
2025-09-11,Приволжский,Казань,Книги,Учебник,Розница,7,1243,10659,2158
2025-09-11,Уральский,Екатеринбург,Одежда,Кроссовки,Онлайн,4,7802,38230,11966
2025-09-12,Южный,Ростов-на-Дону,Электроника,Наушники,Онлайн,5,5949,36438,14906
2025-09-12,Уральский,Челябинск,Одежда,Куртка,Онлайн,4,8493,41616,10941
2025-09-12,Южный,Ростов-на-Дону,Электроника,Наушники,Онлайн,3,5852,21506,4394
2025-09-13,Центральный,Воронеж,Книги,Роман,Розница,1,646,791,254
2025-09-13,Уральский,Екатеринбург,Книги,Роман,Розница,1,647,793,278
2025-09-14,Приволжский,Нижний Новгород,Книги,Роман,Розница,8,751,7360,2115
2025-09-14,Уральский,Челябинск,Электроника,Смартфон,Онлайн,2,41244,101048,33113
2025-09-14,Центральный,Тула,Книги,Учебник,Розница,2,1271,3114,1260
2025-09-14,Уральский,Челябинск,Бытовая техника,Холодильник,Онлайн,6,47460,348831,77713
2025-09-14,Уральский,Екатеринбург,Книги,Учебник,Онлайн,2,1205,2952,897
2025-09-14,Приволжский,Нижний Новгород,Электроника,Смартфон,Розница,3,40548,149014,50395
2025-09-15,Центральный,Москва,Бытовая техника,Холодильник,Онлайн,2,52650,128993,30589
2025-09-15,Центральный,Москва,Одежда,Кроссовки,Онлайн,3,7385,27140,5800
2025-09-16,Южный,Сочи,Одежда,Футболка,Розница,8,1392,13642,4466
2025-09-16,Южный,Ростов-на-Дону,Бытовая техника,Холодильник,Розница,1,49266,60351,24320
2025-09-16,Приволжский,Казань,Бытовая техника,Пылесос,Онлайн,5,12960,79380,23371
2025-09-17,Южный,Краснодар,Книги,Роман,Розница,7,694,5951,1272
2025-09-17,Приволжский,Нижний Новгород,Бытовая техника,Холодильник,Онлайн,5,57152,350056,96545
2025-09-17,Южный,Ростов-на-Дону,Бытовая техника,Пылесос,Розница,3,13486,49561,12542
2025-09-17,Центральный,Тула,Бытовая техника,Холодильник,Розница,5,48096,294588,124464
2025-09-17,Центральный,Воронеж,Электроника,Ноутбук,Онлайн,6,82338,605184,250194
2025-09-17,Южный,Сочи,Электроника,Ноутбук,Онлайн,4,76107,372924,158026
2025-09-18,Южный,Ростов-на-Дону,Книги,Роман,Розница,6,728,5351,1250
2025-09-18,Центральный,Москва,Бытовая техника,Пылесос,Розница,7,13106,112384,27925
2025-09-18,Уральский,Екатеринбург,Одежда,Куртка,Розница,3,9284,34119,14137
2025-09-19,Южный,Ростов-на-Дону,Бытовая техника,Пылесос,Розница,8,13113,128507,26143
2025-09-19,Южный,Краснодар,Книги,Роман,Розница,5,719,4404,1886
2025-09-20,Южный,Сочи,Электроника,Смартфон,Онлайн,4,49004,240120,98142
2025-09-20,Центральный,Тула,Одежда,Футболка,Розница,8,1593,15611,6983
2025-09-20,Приволжский,Самара,Книги,Роман,Онлайн,7,632,5419,2181
2025-09-20,Уральский,Челябинск,Бытовая техника,Холодильник,Онлайн,8,56832,556954,156710
2025-09-20,Приволжский,Казань,Одежда,Куртка,Розница,6,9814,72133,24837
2025-09-21,Южный,Сочи,Одежда,Футболка,Онлайн,4,1600,7840,1860
2025-09-21,Южный,Краснодар,Книги,Учебник,Розница,5,1131,6927,1839
2025-09-21,Приволжский,Самара,Электроника,Ноутбук,Розница,8,71097,696751,312512
2025-09-22,Южный,Краснодар,Электроника,Смартфон,Розница,6,48512,356563,143859
2025-09-22,Центральный,Москва,Книги,Учебник,Онлайн,4,1100,5390,1732
2025-09-22,Уральский,Екатеринбург,Книги,Роман,Розница,3,738,2712,1051
2025-09-22,Уральский,Челябинск,Одежда,Кроссовки,Розница,7,8088,69355,21909
2025-09-23,Уральский,Челябинск,Бытовая техника,Холодильник,Онлайн,6,54570,401090,179908
2025-09-23,Центральный,Москва,Одежда,Куртка,Онлайн,3,8810,32377,8548
2025-09-24,Приволжский,Самара,Одежда,Куртка,Онлайн,7,8980,77004,25112
2025-09-24,Южный,Краснодар,Книги,Роман,Онлайн,2,764,1872,471
2025-09-24,Приволжский,Самара,Электроника,Наушники,Розница,4,5462,26764,6491
2025-09-25,Центральный,Воронеж,Книги,Учебник,Онлайн,5,1197,7332,1905
2025-09-25,Приволжский,Нижний Новгород,Бытовая техника,Холодильник,Онлайн,5,54774,335491,78491
2025-09-25,Уральский,Екатеринбург,Книги,Роман,Онлайн,3,656,2411,570
2025-09-25,Приволжский,Казань,Бытовая техника,Пылесос,Онлайн,1,13367,16375,6582
2025-09-25,Уральский,Екатеринбург,Бытовая техника,Холодильник,Онлайн,1,50756,62176,19819
2025-09-25,Приволжский,Самара,Книги,Учебник,Розница,1,1202,1472,425
2025-09-26,Южный,Краснодар,Одежда,Кроссовки,Онлайн,7,7120,61054,13812
2025-09-26,Центральный,Москва,Электроника,Наушники,Онлайн,6,5654,41557,13796
2025-09-27,Приволжский,Самара,Книги,Учебник,Онлайн,6,1153,8475,3608
2025-09-27,Приволжский,Самара,Одежда,Футболка,Розница,6,1573,11562,3501
2025-09-27,Приволжский,Нижний Новгород,Одежда,Куртка,Онлайн,7,8257,70804,29979
2025-09-27,Центральный,Тула,Бытовая техника,Холодильник,Розница,8,56425,552965,238483
2025-09-27,Южный,Ростов-на-Дону,Книги,Роман,Розница,3,636,2337,940
2025-09-28,Южный,Краснодар,Книги,Роман,Онлайн,7,639,5479,1892
2025-09-28,Приволжский,Нижний Новгород,Одежда,Футболка,Онлайн,3,1437,5281,1115
2025-09-28,Приволжский,Нижний Новгород,Книги,Учебник,Розница,2,1120,2744,720
2025-09-28,Уральский,Челябинск,Одежда,Куртка,Онлайн,3,8106,29790,9146
2025-09-28,Уральский,Челябинск,Одежда,Куртка,Онлайн,5,9375,57422,17913
2025-09-28,Приволжский,Казань,Бытовая техника,Пылесос,Розница,1,14391,17629,3781
2025-09-29,Южный,Сочи,Бытовая техника,Холодильник,Розница,2,46815,114697,41650
2025-09-29,Южный,Сочи,Одежда,Футболка,Розница,3,1473,5413,1608
2025-09-29,Центральный,Тула,Электроника,Ноутбук,Розница,4,81595,399816,151961
2025-09-30,Центральный,Тула,Книги,Учебник,Розница,4,1276,6252,2469
2025-09-30,Приволжский,Нижний Новгород,Книги,Роман,Розница,8,662,6488,1742
2025-10-01,Уральский,Екатеринбург,Книги,Роман,Онлайн,8,656,6560,1538
2025-10-01,Уральский,Екатеринбург,Одежда,Куртка,Розница,5,8393,52456,21274
2025-10-01,Приволжский,Казань,Бытовая техника,Холодильник,Розница,7,49351,431821,96174
2025-10-02,Приволжский,Нижний Новгород,Электроника,Наушники,Онлайн,2,5853,14632,6509
2025-10-02,Центральный,Москва,Бытовая техника,Холодильник,Онлайн,5,48283,301769,88465
2025-10-03,Центральный,Тула,Одежда,Футболка,Розница,2,1411,3528,1164
2025-10-03,Приволжский,Самара,Одежда,Кроссовки,Розница,3,7116,26685,8382
2025-10-04,Центральный,Москва,Электроника,Смартфон,Розница,5,41423,258894,59128
2025-10-04,Приволжский,Казань,Бытовая техника,Холодильник,Розница,4,51242,256210,105855
2025-10-04,Приволжский,Нижний Новгород,Книги,Роман,Онлайн,8,654,6540,2763
2025-10-04,Южный,Краснодар,Электроника,Наушники,Онлайн,6,5542,41565,9110
2025-10-04,Центральный,Тула,Бытовая техника,Холодильник,Розница,7,52317,457774,137377
2025-10-04,Приволжский,Нижний Новгород,Одежда,Футболка,Розница,5,1455,9094,3856
2025-10-05,Южный,Ростов-на-Дону,Электроника,Смартфон,Онлайн,3,47500,178125,73628
2025-10-05,Уральский,Челябинск,Книги,Роман,Розница,2,711,1778,374
2025-10-05,Приволжский,Казань,Одежда,Куртка,Розница,3,9482,35558,12867
2025-10-05,Уральский,Челябинск,Книги,Учебник,Онлайн,3,1273,4774,1368
2025-10-06,Уральский,Челябинск,Книги,Роман,Онлайн,7,642,5618,1524
2025-10-06,Центральный,Москва,Одежда,Куртка,Розница,4,9889,49445,22038
2025-10-06,Приволжский,Казань,Электроника,Ноутбук,Онлайн,6,83441,625808,146005
2025-10-06,Южный,Краснодар,Бытовая техника,Пылесос,Онлайн,4,13190,65950,25975
2025-10-06,Центральный,Тула,Бытовая техника,Пылесос,Онлайн,1,14549,18186,6253
2025-10-07,Центральный,Воронеж,Бытовая техника,Холодильник,Онлайн,3,50599,189746,81639
2025-10-07,Центральный,Тула,Книги,Роман,Розница,3,696,2610,1083
2025-10-08,Уральский,Челябинск,Книги,Роман,Онлайн,5,646,4038,1757
2025-10-08,Приволжский,Нижний Новгород,Бытовая техника,Холодильник,Розница,7,55460,485275,135889
2025-10-08,Южный,Ростов-на-Дону,Одежда,Футболка,Онлайн,4,1477,7385,3034
2025-10-08,Уральский,Екатеринбург,Бытовая техника,Пылесос,Онлайн,1,13213,16516,6674
2025-10-08,Уральский,Челябинск,Одежда,Футболка,Розница,7,1598,13982,5716
2025-10-09,Приволжский,Самара,Электроника,Смартфон,Розница,2,43764,109410,27932
2025-10-09,Центральный,Москва,Одежда,Куртка,Розница,2,8218,20545,6178
2025-10-09,Приволжский,Нижний Новгород,Бытовая техника,Холодильник,Онлайн,4,49599,247995,51046
2025-10-09,Уральский,Екатеринбург,Электроника,Ноутбук,Розница,2,84919,212298,95084
2025-10-09,Южный,Краснодар,Бытовая техника,Пылесос,Онлайн,7,14632,128030,26443
2025-10-10,Уральский,Екатеринбург,Бытовая техника,Холодильник,Онлайн,7,51760,452900,105434
2025-10-10,Южный,Сочи,Бытовая техника,Пылесос,Онлайн,2,15079,37698,16085
2025-10-10,Приволжский,Нижний Новгород,Бытовая техника,Холодильник,Розница,6,51454,385905,161000
2025-10-10,Южный,Ростов-на-Дону,Книги,Роман,Онлайн,7,663,5801,1165
2025-10-11,Уральский,Екатеринбург,Электроника,Смартфон,Онлайн,5,45424,283900,58984
2025-10-11,Уральский,Екатеринбург,Книги,Учебник,Розница,3,1304,4890,2003
2025-10-11,Южный,Краснодар,Электроника,Смартфон,Розница,3,46896,175860,58881
2025-10-12,Уральский,Екатеринбург,Электроника,Наушники,Розница,8,5448,54480,12816
2025-10-12,Уральский,Екатеринбург,Книги,Учебник,Розница,6,1170,8775,2452
2025-10-12,Южный,Ростов-на-Дону,Электроника,Наушники,Онлайн,1,6289,7861,3056
2025-10-12,Приволжский,Казань,Одежда,Кроссовки,Онлайн,3,7605,28519,6746
2025-10-13,Уральский,Екатеринбург,Одежда,Кроссовки,Розница,8,7714,77140,17354
2025-10-13,Центральный,Москва,Бытовая техника,Холодильник,Розница,7,54789,479404,191825
2025-10-13,Центральный,Воронеж,Одежда,Футболка,Онлайн,8,1414,14140,3743
2025-10-13,Южный,Краснодар,Электроника,Наушники,Онлайн,3,6538,24518,10141
2025-10-13,Южный,Ростов-на-Дону,Электроника,Наушники,Розница,7,5475,47906,11874
2025-10-14,Приволжский,Казань,Бытовая техника,Холодильник,Онлайн,7,49606,434052,126343
2025-10-14,Приволжский,Казань,Одежда,Кроссовки,Розница,2,7198,17995,4894
2025-10-14,Приволжский,Нижний Новгород,Одежда,Куртка,Розница,1,8266,10332,2320
2025-10-14,Южный,Сочи,Бытовая техника,Пылесос,Онлайн,7,13949,122054,38584
2025-10-14,Уральский,Челябинск,Книги,Роман,Онлайн,4,641,3205,907
2025-10-15,Южный,Сочи,Бытовая техника,Пылесос,Розница,3,13998,52492,19469
2025-10-15,Южный,Ростов-на-Дону,Электроника,Ноутбук,Онлайн,3,80095,300356,87185
2025-10-15,Центральный,Москва,Бытовая техника,Пылесос,Онлайн,3,14283,53561,21208
2025-10-15,Приволжский,Нижний Новгород,Электроника,Ноутбук,Онлайн,6,70453,528398,119331
2025-10-16,Уральский,Челябинск,Книги,Учебник,Розница,6,1279,9592,3295
2025-10-16,Центральный,Москва,Книги,Учебник,Розница,6,1122,8415,2535
2025-10-16,Уральский,Челябинск,Книги,Учебник,Онлайн,2,1319,3298,820
2025-10-16,Центральный,Тула,Электроника,Наушники,Онлайн,7,5524,48335,12689
2025-10-16,Уральский,Екатеринбург,Одежда,Кроссовки,Розница,4,7084,35420,11913
2025-10-17,Приволжский,Самара,Электроника,Ноутбук,Розница,8,76642,766420,187693
2025-10-17,Центральный,Воронеж,Бытовая техника,Пылесос,Розница,5,15063,94144,36140
2025-10-18,Центральный,Воронеж,Электроника,Смартфон,Розница,1,41880,52350,18657
2025-10-18,Южный,Сочи,Книги,Роман,Онлайн,7,657,5749,1661
2025-10-18,Уральский,Екатеринбург,Книги,Роман,Розница,7,757,6624,2124
2025-10-19,Центральный,Тула,Бытовая техника,Холодильник,Розница,7,55568,486220,142545
2025-10-19,Приволжский,Самара,Бытовая техника,Холодильник,Онлайн,2,47067,117668,52611
2025-10-19,Центральный,Тула,Электроника,Наушники,Розница,7,5430,47512,12660
2025-10-20,Приволжский,Казань,Бытовая техника,Пылесос,Розница,4,14099,70495,27400
2025-10-20,Южный,Ростов-на-Дону,Электроника,Ноутбук,Онлайн,2,84786,211965,62136
2025-10-20,Центральный,Воронеж,Электроника,Смартфон,Онлайн,3,43042,161408,36535
2025-10-20,Центральный,Воронеж,Одежда,Куртка,Розница,7,8281,72459,18197
2025-10-21,Уральский,Екатеринбург,Бытовая техника,Пылесос,Розница,7,15091,132046,38506
2025-10-21,Приволжский,Казань,Одежда,Куртка,Онлайн,3,9287,34826,10176
2025-10-22,Южный,Краснодар,Книги,Роман,Онлайн,3,703,2636,1018
2025-10-22,Приволжский,Нижний Новгород,Электроника,Наушники,Онлайн,1,6022,7528,1955
2025-10-23,Центральный,Москва,Электроника,Ноутбук,Онлайн,3,73628,276105,74014
2025-10-23,Южный,Краснодар,Книги,Роман,Розница,2,679,1698,530
2025-10-23,Уральский,Челябинск,Книги,Учебник,Розница,4,1140,5700,2283
2025-10-23,Уральский,Екатеринбург,Одежда,Куртка,Розница,4,9817,49085,16102
2025-10-24,Южный,Краснодар,Электроника,Наушники,Розница,7,5915,51756,15952
2025-10-24,Центральный,Воронеж,Бытовая техника,Холодильник,Розница,5,52903,330644,124531
2025-10-24,Уральский,Екатеринбург,Электроника,Смартфон,Онлайн,6,44364,332730,134264
2025-10-24,Центральный,Москва,Одежда,Кроссовки,Розница,3,7919,29696,12455
2025-10-24,Центральный,Тула,Одежда,Куртка,Онлайн,8,9121,91210,33712
2025-10-25,Центральный,Воронеж,Одежда,Футболка,Розница,4,1508,7540,3199
2025-10-25,Центральный,Тула,Книги,Учебник,Онлайн,6,1275,9562,3829
2025-10-25,Уральский,Челябинск,Электроника,Ноутбук,Розница,7,72060,630525,212363
2025-10-25,Уральский,Екатеринбург,Электроника,Ноутбук,Онлайн,1,80241,100301,23668
2025-10-25,Уральский,Челябинск,Бытовая техника,Пылесос,Онлайн,1,15108,18885,4164
2025-10-25,Южный,Ростов-на-Дону,Электроника,Смартфон,Розница,8,41356,413560,103130
2025-10-26,Южный,Краснодар,Книги,Роман,Розница,6,699,5242,2297
2025-10-26,Уральский,Челябинск,Электроника,Ноутбук,Онлайн,2,70657,176642,77377
2025-10-26,Приволжский,Казань,Одежда,Футболка,Розница,7,1418,12408,5311
2025-10-26,Центральный,Тула,Электроника,Ноутбук,Онлайн,1,71929,89911,19170
2025-10-27,Южный,Ростов-на-Дону,Книги,Учебник,Онлайн,3,1302,4882,1485
2025-10-27,Приволжский,Самара,Бытовая техника,Пылесос,Онлайн,8,14471,144710,46243
2025-10-27,Уральский,Челябинск,Одежда,Кроссовки,Розница,8,7089,70890,27225
2025-10-27,Центральный,Воронеж,Бытовая техника,Холодильник,Онлайн,2,47582,118955,38821
2025-10-28,Приволжский,Самара,Книги,Роман,Розница,8,645,6450,2566
2025-10-28,Южный,Ростов-на-Дону,Книги,Роман,Розница,2,758,1895,749
2025-10-29,Уральский,Екатеринбург,Книги,Роман,Розница,2,669,1672,684
2025-10-29,Центральный,Москва,Книги,Роман,Онлайн,2,664,1660,376
2025-10-29,Южный,Сочи,Книги,Учебник,Онлайн,6,1144,8580,1873
2025-10-29,Южный,Краснодар,Бытовая техника,Холодильник,Онлайн,7,52023,455201,147038
2025-10-29,Уральский,Челябинск,Одежда,Куртка,Розница,1,9268,11585,3093
2025-10-30,Южный,Сочи,Книги,Роман,Розница,5,704,4400,1437
2025-10-30,Центральный,Тула,Электроника,Наушники,Онлайн,4,6551,32755,12942
2025-10-30,Центральный,Тула,Одежда,Куртка,Розница,2,9058,22645,8631
2025-10-31,Уральский,Екатеринбург,Бытовая техника,Пылесос,Розница,8,13176,131760,33410
2025-10-31,Южный,Ростов-на-Дону,Одежда,Футболка,Розница,1,1378,1722,558
2025-10-31,Южный,Ростов-на-Дону,Бытовая техника,Холодильник,Розница,6,53887,404152,165031
2025-10-31,Уральский,Екатеринбург,Электроника,Наушники,Розница,8,5914,59140,26305
2025-10-31,Центральный,Москва,Электроника,Наушники,Розница,6,6563,49222,14974
2025-11-01,Уральский,Екатеринбург,Электроника,Смартфон,Онлайн,5,48018,306115,97554
